NAME,playerID,yearID,stint,teamID,lgID,G,G_batting,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,G_old
"Bret Boone","boonebr01","1997","1","CIN","NL","139","139","443","40","99","25","1","7","46","5","5","45","101","4","4","4","5","11","139"
"Bret Boone","boonebr01","1998","1","CIN","NL","157","157","583","76","155","38","1","24","95","6","4","48","104","3","4","9","4","23","157"
"Josh Booty","bootyjo01","1996","1","FLO","NL","2","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","2"
"Josh Booty","bootyjo01","1997","1","FLO","NL","4","4","5","2","3","0","0","0","1","0","0","1","1","0","0","0","0","0","4"
"Pat Borders","bordepa01","1995","1","KCA","AL","52","52","143","14","33","8","1","4","13","0","0","7","22","1","0","0","0","1","52"
"Pat Borders","bordepa01","1995","2","HOU","NL","11","11","35","1","4","0","0","0","0","0","0","2","7","1","0","0","0","2","11"
"Pat Borders","bordepa01","1996","1","SLN","NL","26","26","69","3","22","3","0","0","4","0","1","1","14","0","0","1","0","1","26"
"Pat Borders","bordepa01","1996","2","CAL","AL","19","19","57","6","13","3","0","2","8","0","1","3","11","0","0","1","0","1","19"
"Pat Borders","bordepa01","1996","3","CHA","AL","31","31","94","6","26","1","0","3","6","0","0","5","18","0","0","3","0","2","31"
"Pat Borders","bordepa01","1997","1","CLE","AL","55","55","159","17","47","7","1","4","15","0","2","9","27","0","2","0","0","5","55"
"Pat Borders","bordepa01","1998","1","CLE","AL","54","54","160","12","38","6","0","0","6","0","2","10","40","0","2","2","1","3","54"
"Mike Bordick","bordimi01","1995","1","OAK","AL","126","126","428","46","113","13","0","8","44","11","3","35","48","2","5","7","3","8","126"
"Mike Bordick","bordimi01","1996","1","OAK","AL","155","155","525","46","126","18","4","5","54","5","6","52","59","0","1","4","5","8","155"
"Mike Bordick","bordimi01","1997","1","BAL","AL","153","153","509","55","120","19","1","7","46","0","2","33","66","1","2","12","4","23","153"
"Mike Bordick","bordimi01","1998","1","BAL","AL","151","151","465","59","121","29","1","13","51","6","7","39","65","0","10","15","4","13","151"
"Rafael Bournigal","bournra01","1996","1","OAK","AL","88","88","252","33","61","14","2","0","18","4","3","16","19","0","1","8","0","6","88"
"Rafael Bournigal","bournra01","1997","1","OAK","AL","79","79","222","29","62","9","0","1","20","2","1","16","19","1","4","7","0","11","79"
"Brent Bowers","bowerbr01","1996","1","BAL","AL","21","21","39","6","12","2","0","0","3","0","0","0","7","0","0","0","0","1","21"
"Terry Bradshaw","bradste01","1995","1","SLN","NL","19","19","44","6","10","1","1","0","2","1","2","2","10","0","0","0","0","0","19"
"Terry Bradshaw","bradste01","1996","1","SLN","NL","15","15","21","4","7","1","0","0","3","0","1","3","2","0","0","1","0","0","15"
"Doug Brady","bradydo01","1995","1","CHA","AL","12","12","21","4","4","1","0","0","3","0","1","2","4","0","0","0","0","1","12"
"Darren Bragg","braggda01","1995","1","SEA","AL","52","52","145","20","34","5","1","3","12","9","0","18","37","1","4","1","2","2","52"
"Darren Bragg","braggda01","1996","1","SEA","AL","69","69","195","36","53","12","1","7","25","8","5","33","35","4","2","1","4","2","69"
"Darren Bragg","braggda01","1996","2","BOS","AL","58","58","222","38","56","14","1","3","22","6","4","36","39","2","2","1","3","3","58"
"Darren Bragg","braggda01","1997","1","BOS","AL","153","153","513","65","132","35","2","9","57","10","6","61","102","5","3","5","4","16","153"
"Darren Bragg","braggda01","1998","1","BOS","AL","129","129","409","51","114","29","3","8","57","5","3","42","99","0","6","4","4","16","129"
"Jeff Branson","bransje01","1995","1","CIN","NL","122","122","331","43","86","18","2","12","45","2","1","44","69","14","2","1","6","9","122"
"Jeff Branson","bransje01","1996","1","CIN","NL","129","129","311","34","76","16","4","9","37","2","0","31","67","4","1","7","3","9","129"
"Jeff Branson","bransje01","1997","1","CIN","NL","65","65","98","9","15","3","1","1","5","1","0","7","23","1","0","1","0","3","65"
"Jeff Branson","bransje01","1997","2","CLE","AL","29","29","72","5","19","4","0","2","7","0","2","7","17","0","1","0","2","1","29"
"Jeff Branson","bransje01","1998","1","CLE","AL","63","63","100","6","20","4","1","1","9","0","0","3","21","0","0","1","1","1","63"
"Russell Branyan","branyru01","1998","1","CLE","AL","1","1","4","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1"
"Brent Brede","bredebr01","1996","1","MIN","AL","10","10","20","2","6","0","1","0","2","0","0","1","5","0","0","0","0","1","10"
"Brent Brede","bredebr01","1997","1","MIN","AL","61","61","190","25","52","11","1","3","21","7","2","21","38","0","1","1","1","1","61"
"Brent Brede","bredebr01","1998","1","ARI","NL","98","98","212","23","48","9","3","2","17","1","0","24","43","2","2","0","0","6","98"
"Bernardo Brito","britobe01","1995","1","MIN","AL","5","5","5","1","1","0","0","1","1","0","0","0","3","0","1","0","0","1","5"
"Jorge Brito","britojo01","1995","1","COL","NL","18","18","51","5","11","3","0","0","7","1","0","2","17","0","1","1","0","1","18"
"Jorge Brito","britojo01","1996","1","COL","NL","8","8","14","1","1","0","0","0","0","0","0","1","8","0","2","1","0","0","8"
"Tilson Brito","britoti01","1996","1","TOR","AL","26","26","80","10","19","7","0","1","7","1","1","10","18","0","3","2","0","0","26"
"Tilson Brito","britoti01","1997","1","TOR","AL","49","49","126","9","28","3","0","0","8","1","0","9","28","0","2","0","2","2","49"
"Tilson Brito","britoti01","1997","2","OAK","AL","17","17","46","8","13","2","1","2","6","0","0","1","10","0","0","2","0","0","17"
"Rico Brogna","brognri01","1995","1","NYN","NL","134","134","495","72","143","27","2","22","76","0","0","39","111","7","2","2","2","10","134"
"Rico Brogna","brognri01","1996","1","NYN","NL","55","55","188","18","48","10","1","7","30","0","0","19","50","1","0","0","4","4","55"
"Rico Brogna","brognri01","1997","1","PHI","NL","148","148","543","68","137","36","1","20","81","12","3","33","116","4","0","0","4","12","148"
"Jerry Brooks","brookje01","1996","1","FLO","NL","8","8","5","2","2","0","1","0","3","0","0","1","1","0","1","0","0","0","8"
"Scott Brosius","brosisc01","1995","1","OAK","AL","123","123","389","69","102","19","2","17","46","4","2","41","67","0","8","1","4","5","123"
"Scott Brosius","brosisc01","1996","1","OAK","AL","114","114","428","73","130","25","0","22","71","7","2","59","85","4","7","1","5","11","114"
"Scott Brosius","brosisc01","1997","1","OAK","AL","129","129","479","59","97","20","1","11","41","9","4","34","102","1","4","5","4","9","129"
"Adrian Brown","brownad01","1997","1","PIT","NL","48","48","147","17","28","6","0","1","10","8","4","13","18","0","4","2","1","3","48"
"Brant Brown","brownbr01","1996","1","CHN","NL","29","29","69","11","21","1","0","5","9","3","3","2","17","1","1","0","1","1","29"
"Brant Brown","brownbr01","1997","1","CHN","NL","46","46","137","15","32","7","1","5","15","2","1","7","28","0","3","1","0","2","46"
"Brant Brown","brownbr01","1998","1","CHN","NL","124","124","347","56","101","17","7","14","48","4","5","30","95","2","1","1","1","1","124"
"Emil Brown","brownem01","1997","1","PIT","NL","66","66","95","16","17","2","1","2","6","5","1","10","32","1","7","0","0","1","66"
"Jarvis Brown","brownja03","1995","1","BAL","AL","18","18","27","2","4","1","0","0","1","1","1","7","9","0","0","3","0","0","18"
"Jerry Browne","brownje01","1995","1","FLO","NL","77","77","184","21","47","4","0","1","17","1","1","25","20","0","1","9","1","7","77"
"Kevin Brown","brownke04","1996","1","TEX","AL","3","3","4","1","0","0","0","0","1","0","0","2","2","0","1","0","1","0","3"
"Kevin Brown","brownke04","1997","1","TEX","AL","4","4","5","1","2","0","0","1","1","0","0","0","0","0","0","0","0","0","4"
"Jacob Brumfield","brumfja01","1995","1","PIT","NL","116","116","402","64","109","23","2","4","26","22","12","37","71","0","5","0","1","3","116"
"Jacob Brumfield","brumfja01","1996","1","PIT","NL","29","29","80","11","20","9","0","2","8","3","1","5","17","1","0","0","1","4","29"
"Jacob Brumfield","brumfja01","1996","2","TOR","AL","90","90","308","52","79","19","2","12","52","12","3","24","58","1","4","1","3","10","90"
"Jacob Brumfield","brumfja01","1997","1","TOR","AL","58","58","174","22","36","5","1","2","20","4","4","14","31","0","1","1","1","4","58"
"Mike Brumley","brumlmi02","1995","1","HOU","NL","18","18","18","1","1","0","0","1","2","1","0","0","6","0","0","0","0","0","18"
"Steve Buechele","buechst01","1995","1","CHN","NL","32","32","106","10","20","2","0","1","9","0","0","11","19","0","0","1","0","1","32"
"Steve Buechele","buechst01","1995","2","TEX","AL","9","9","24","0","3","0","0","0","0","0","0","4","3","1","0","0","0","0","9"
"Damon Buford","buforda01","1995","1","BAL","AL","24","24","32","6","2","0","0","0","2","3","1","6","7","0","0","3","1","0","24"
"Damon Buford","buforda01","1995","2","NYN","NL","44","44","136","24","32","5","0","4","12","7","7","19","28","0","5","0","2","3","44"
"Damon Buford","buforda01","1996","1","TEX","AL","90","90","145","30","41","9","0","6","20","8","5","15","34","0","0","1","1","3","90"
"Damon Buford","buforda01","1997","1","TEX","AL","122","122","366","49","82","18","0","8","39","18","7","30","83","0","3","3","2","8","122"
"Damon Buford","buforda01","1998","1","BOS","AL","86","86","216","37","61","14","4","10","42","5","5","22","43","1","1","0","2","5","86"
"Jay Buhner","buhneja01","1995","1","SEA","AL","126","126","470","86","123","23","0","40","121","0","1","60","120","7","1","2","6","15","126"
"Jay Buhner","buhneja01","1996","1","SEA","AL","150","150","564","107","153","29","0","44","138","0","1","84","159","5","9","0","10","11","150"
"Jay Buhner","buhneja01","1997","1","SEA","AL","157","157","540","104","131","18","2","40","109","0","0","119","175","3","5","0","1","23","157"
"Scott Bullett","bullesc01","1995","1","CHN","NL","104","104","150","19","41","5","7","3","22","8","3","12","30","2","1","1","0","4","104"
"Scott Bullett","bullesc01","1996","1","CHN","NL","109","109","165","26","35","5","0","3","16","7","3","10","54","0","0","1","1","2","109"
"Ellis Burks","burksel01","1995","1","COL","NL","103","103","278","41","74","10","6","14","49","7","3","39","72","0","2","1","1","7","103"
"Ellis Burks","burksel01","1996","1","COL","NL","156","156","613","142","211","45","8","40","128","32","6","61","114","2","6","3","2","19","156"
"Ellis Burks","burksel01","1997","1","COL","NL","119","119","424","91","123","19","2","32","82","7","2","47","75","0","3","1","2","17","119"
"Ellis Burks","burksel01","1998","1","COL","NL","100","100","357","54","102","22","5","16","54","3","7","39","80","0","2","2","5","10","100"
"Jeromy Burnitz","burnije01","1995","1","CLE","AL","9","9","7","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0","9"
"Jeromy Burnitz","burnije01","1996","1","CLE","AL","71","71","128","30","36","10","0","7","26","2","1","25","31","1","2","0","0","3","71"
"Jeromy Burnitz","burnije01","1996","2","ML4","AL","23","23","72","8","17","4","0","2","14","2","0","8","16","1","2","0","2","1","23"
"Jeromy Burnitz","burnije01","1997","1","ML4","AL","153","153","494","85","139","37","8","27","85","20","13","75","111","8","5","3","0","8","153"
"Mike Busch","buschmi01","1995","1","LAN","NL","13","13","17","3","4","0","0","3","6","0","0","0","7","0","0","0","0","0","13"
"Mike Busch","buschmi01","1996","1","LAN","NL","38","38","83","8","18","4","0","4","17","0","0","5","33","0","0","0","0","2","38"
"Homer Bush","bushho01","1997","1","NYA","AL","10","10","11","2","4","0","0","0","3","0","0","0","0","0","0","0","0","0","10"
"Brett Butler","butlebr01","1995","1","NYN","NL","90","90","367","54","114","13","7","1","25","21","7","43","42","2","0","6","2","4","90"
"Brett Butler","butlebr01","1995","2","LAN","NL","39","39","146","24","40","5","2","0","13","11","1","24","9","0","0","4","4","1","39"
"Brett Butler","butlebr01","1996","1","LAN","NL","34","34","131","22","35","1","1","0","8","8","3","9","22","0","1","1","3","1","34"
"Brett Butler","butlebr01","1997","1","LAN","NL","105","105","343","52","97","8","3","0","18","15","10","42","40","0","1","15","0","1","105"
"Rich Butler","butleri01","1997","1","TOR","AL","7","7","14","3","4","1","0","0","2","0","1","2","3","0","0","0","0","0","7"
"Rob Butler","butlero01","1997","1","PHI","NL","43","43","89","10","26","9","1","0","13","1","0","5","8","0","0","0","1","2","43"
"Jolbert Cabrera","cabrejo02","1998","1","CLE","AL","1","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Orlando Cabrera","cabreor01","1997","1","MON","NL","16","16","18","4","4","0","0","0","2","1","2","1","3","0","0","1","0","1","16"
"Edgar Caceres","cacered01","1995","1","KCA","AL","55","55","117","13","28","6","2","1","17","2","2","8","15","0","1","3","1","3","55"
"Miguel Cairo","cairomi01","1996","1","TOR","AL","9","9","27","5","6","2","0","0","1","0","0","2","9","0","1","0","0","1","9"
"Miguel Cairo","cairomi01","1997","1","CHN","NL","16","16","29","7","7","1","0","0","1","0","0","2","3","0","1","0","0","0","16"
"Mike Cameron","camermi01","1995","1","CHA","AL","28","28","38","4","7","2","0","1","2","0","0","3","15","0","0","3","0","0","28"
"Mike Cameron","camermi01","1996","1","CHA","AL","11","11","11","1","1","0","0","0","0","0","1","1","3","0","0","0","0","0","11"
"Mike Cameron","camermi01","1997","1","CHA","AL","116","116","379","63","98","18","3","14","55","23","2","55","105","1","5","2","5","8","116"
"Mike Cameron","camermi01","1998","1","CHA","AL","141","141","396","53","83","16","5","8","43","27","11","37","101","0","6","1","3","6","141"
"Ken Caminiti","caminke01","1995","1","SDN","NL","143","143","526","74","159","33","0","26","94","12","5","69","94","8","1","0","6","11","143"
"Ken Caminiti","caminke01","1996","1","SDN","NL","146","146","546","109","178","37","2","40","130","11","5","78","99","16","4","0","10","15","146"
"Ken Caminiti","caminke01","1997","1","SDN","NL","137","137","486","92","141","28","0","26","90","11","2","80","118","9","3","0","7","12","137"
"Casey Candaele","candaca01","1996","1","CLE","AL","24","24","44","8","11","2","0","1","4","0","0","1","9","0","0","0","0","0","24"
"Casey Candaele","candaca01","1997","1","CLE","AL","14","14","26","5","8","1","0","0","4","1","0","1","1","0","0","0","0","0","14"
"John Cangelosi","cangejo01","1996","1","HOU","NL","108","108","262","49","69","11","4","1","16","17","9","44","41","0","5","1","1","4","108"
"Jay Canizaro","canizja01","1996","1","SFN","NL","43","43","120","11","24","4","1","2","8","0","2","9","38","0","1","1","1","5","43"
"Jose Canseco","cansejo01","1995","1","BOS","AL","102","102","396","64","121","25","1","24","81","4","0","42","93","4","7","0","5","9","102"
"Jose Canseco","cansejo01","1996","1","BOS","AL","96","96","360","68","104","22","1","28","82","3","1","63","82","3","6","0","3","7","96"
"Jose Canseco","cansejo01","1997","1","OAK","AL","108","108","388","56","91","19","0","23","74","8","2","51","122","1","3","0","4","15","108"
"Ramon Caraballo","carabra01","1995","1","SLN","NL","34","34","99","10","20","4","1","2","3","3","2","6","33","0","3","2","0","1","34"
"Chuck Carr","carrch02","1995","1","FLO","NL","105","105","308","54","70","20","0","2","20","25","11","46","49","1","2","7","2","2","105"
"Chuck Carr","carrch02","1996","1","ML4","AL","27","27","106","18","29","6","1","1","11","5","4","6","21","0","0","0","1","1","27"
"Chuck Carr","carrch02","1997","1","ML4","AL","26","26","46","3","6","3","0","0","0","1","0","2","11","0","1","1","0","0","26"
"Chuck Carr","carrch02","1997","2","HOU","NL","63","63","192","34","53","11","2","4","17","11","5","15","37","2","2","6","1","0","63"
"Mark Carreon","carrema01","1995","1","SFN","NL","117","117","396","53","119","24","0","17","65","0","1","23","37","1","4","0","3","7","117"
"Mark Carreon","carrema01","1996","1","SFN","NL","81","81","292","40","76","22","3","9","51","2","3","22","33","2","3","0","2","6","81"
"Mark Carreon","carrema01","1996","2","CLE","AL","38","38","142","16","46","12","0","2","14","1","1","11","9","0","3","0","0","4","38"
